"ST004D01T","ST022Q01TA","REPEAT","SCI.PHY","SCI.CHE","SCI.BIO","SCI.EAR","SCI.APP","SCI.GEN","OUT.MEAL","OUT.STUDY","OUT.VEDIO","OUT.READ","OUT.NET","Out.GAME","OUT.FRD","OUT.PAR","OUT.HOUSE","OUT.JOB","OUT.SPORT","ST111Q01TA","ST062Q01TA","ST062Q02TA","ST062Q03TA","ST031Q01NA","ST032Q01NA","ST064Q01NA","ST064Q02NA","ST064Q03NA","GRADE","MISCED","FISCED","DURECEC","DISCLISCI","TEACHSUP","IBTEACH","TDTEACH","ENVAWARE","ENVOPT","JOYSCIE","INTBRSCI","INSTSCIE","SCIEEFF","EPIST","SCIEACT","BSMJ","BMMJ1","BFMJ2","OUTHOURS","TMINS","BELONG","ANXTEST","MOTIVAT","COOPERATE","CPSVALUE","EMOSUPS","PERFEED","ADINST","unfairteacher","CULTPOSS","HEDRES","WEALTH"
1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,2,2,0,0,0,7,1,1,1,1,2,2,2,1.8837,-0.1164,0.796,-0.0718,0.2558,0.3361,-0.8208,-0.14,0.3708,-0.3039,-0.1933,0.34,53,25,27,3.2188758248682,1925,-0.3381,-0.2039,1.3961,-0.2882,0.0333,1.0991,0.648,0.0214,11,0.7777,-0.1108,1.4713
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,1,1,2,2,2,2,1,2,2,2,0.4046,-0.4527,-1.1748,-0.6102,-0.3841,-1.7932,0.5094,-0.3182,-0.5375,0.3155,-0.6603,-0.422,23,14,60,NA,180,-0.3381,-0.3165,0.9799,-0.2882,2.1017,-0.889,-1.5255,-1.2428,17,-0.5041,-1.7275,0.1323
0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,2,0,0,0,0,1,1,1,1,2,4,4,2,1.8837,0.4871,0.171,0.7979,2.0258,0.7388,0.9378,0.4952,-0.3035,0.9915,1.5073,0.7306,85,25,NA,3.52636052461616,1625,1.0269,0.7993,0.5952,1.3264,0.8245,0.5658,-0.4831,-1e-04,6,0.7777,-0.6172,-0.8206
1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,1,2,5,1,0,NA,0,2,2,NA,0.0039,-0.8354,-0.326,-0.2213,-3.3765,3.0127,-2.1154,-2.4981,1.7359,0.885,-1.9453,-1.7518,53,62,NA,3.2188758248682,NA,1.0676,0.3035,1.1359,-0.8088,1.1548,1.0991,-0.413,-1.2428,11,-0.7273,1.1563,1.6091
0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,2,1,NA,1,2,0,1,1,1,1,1,1,0,-0.5803,0.3532,-0.4103,0.5169,-0.2696,-1.0294,1.6403,0.5987,-0.7778,-0.7218,0.3396,-0.7453,50,41,14,1.6094379124341,1440,0.2418,-0.3386,0.4485,0.4252,2.1017,1.0991,-1.5255,0.353,7,-0.5975,-0.1639,0.0661
0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1,0,2,2,0,2,1,1,4,4,NA,0.0039,1.4475,3.1829,0.4505,-0.2342,1.5798,0.5094,0.2719,0.3708,-0.0437,-0.1933,0.6573,89,39,31,2.99573227355399,385,-0.66,-0.4968,1.8543,-0.2882,0.0333,1.0991,1.7852,2.0469,7,-0.831,1.1563,-1.0058
0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,2,1,0,1,0,2,1,1,1,1,2,4,NA,1.0389,-1.6482,-0.4693,-0.5756,0.7408,0.0255,0.5094,0.7736,-0.7778,0.9538,0.5364,-0.1766,74,NA,NA,2.63905732961526,1925,-0.9585,0.3781,-0.7662,0.4252,-0.8356,-0.1676,-0.3386,-0.3816,11,0.1376,-1.848,-0.9234
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,2,6,1,0,1,1,4,4,2,0.8934,-0.1164,0.9452,0.6495,0.5257,0.2081,0.5094,-0.2112,-0.3035,0.5084,0.231,1.1623,NA,65,59,3.63758615972639,1500,-0.3381,-0.308,0.1111,-0.2882,-0.7799,-0.889,-1.1537,0.687,7,1.0478,1.1563,1.4083
1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,7,0,0,0,1,3,2,NA,-1.8464,1.4475,-0.45,-2.4476,0.0194,0.7231,2.1635,2.4511,-1.9301,0.3155,-0.1933,1.7582,53,33,18,NA,NA,-0.4157,1.081,0.959,1.5899,1.2787,0.5658,0.0134,-0.3816,16,0.1157,1.1563,1.2487
0,1,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,1,0,1,3,3,NA,-0.6051,0.3252,0.5615,-0.2836,-0.7955,NA,NA,-1.3032,-0.2392,NA,NA,NA,NA,27,NA,1.6094379124341,NA,-1.2345,0.4517,1.8543,0.1885,NA,-1.7904,-1.5255,NA,NA,-0.7273,-2.2195,-0.6993
1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,2,0,0,0,3,1,1,1,0,1,4,3,1,0.9383,0.9133,0.1294,0.2564,0.3504,-0.1403,2.1635,-0.311,1.7359,1.87,-0.1933,0.9512,60,NA,18,3.87120101090789,2000,-0.3381,-1.1801,-0.1651,0.5759,-0.4911,1.0991,0.9443,0.9835,11,-0.7039,1.1563,0.2698
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,0,2,6,1,1,1,1,3,1,0,-0.8428,-0.6115,0.7326,-0.0057,0.5306,0.7756,-2.1154,-1.0606,-0.2874,-0.7181,2.1552,-0.7976,32,17,18,3.55534806148941,1690,0.4906,1.4098,1.3961,-0.8937,-2.8294,1.0991,-0.8345,-0.3816,8,0.0433,1.1563,0.5592
1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3,7,1,0,0,1,2,4,NA,-1.0005,-1.6697,-0.3213,-0.9634,0.0194,1.7359,-2.0325,-0.7097,-0.7778,3.2775,-0.1933,-1.7518,70,NA,70,3.78418963391826,1860,-0.9795,2.5493,0.4631,-0.8946,2.1017,0.1004,0.212,0.6524,20,2.1655,1.1563,2.1351
0,0,NA,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,2,2,0,1,1,0,0,0,0,2,1,NA,1.8837,1.4475,1.6761,-0.8671,-1.5614,3.0127,-2.1154,-2.4981,1.7359,3.2775,-0.1933,-1.7518,47,NA,31,NA,1320,-0.983,-0.2181,-0.1651,1.5604,-2.8294,-1.1856,-1.002,-0.787,11,-0.4113,-1.7306,-1.0492
1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,2,3,NA,NA,NA,0,2,2,1,NA,NA,NA,NA,0.163,1.1643,1.1225,1.4193,-0.3035,0.9661,-0.1933,0.629,66,NA,43,1.09861228866811,1500,-0.6837,1.0461,0.2296,0.6015,-1.039,-0.889,NA,NA,11,0.2834,-0.7218,0.4525
0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,1,0,2,3,5,2,0,0,1,2,2,NA,0.5529,1.4475,0.5994,2.0781,-0.2325,1.19,0.5094,-0.1991,0.7201,3.2775,-0.1933,0.609,32,NA,18,2.83321334405622,525,-1.2435,1.8135,1.8543,0.5759,0.3895,-1.9187,1.0606,NA,21,-1.2278,-1.7029,-1.309
0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0.2237,-1.7932,-0.576,NA,-0.3438,-0.0616,-0.1933,-0.8649,NA,NA,15,NA,2400,-0.3381,-0.4071,-0.1651,-0.2882,0.0333,-0.889,NA,NA,9,-1.2278,-1.746,0.5703
0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,7,1,0,1,1,2,NA,NA,0.9971,-0.2808,0.0566,0.4423,-0.7241,-0.7797,1.1662,0.1267,-0.7381,-0.8982,0.5975,0.3497,38,31,18,2.39789527279837,2210,-1.8128,1.8135,-0.1651,-1.4985,-1.377,-1.3298,-1.5255,-1e-04,12,-0.7273,-1.729,-2.0373
0,0,NA,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,0,1,4,0,1,1,1,1,2,1,0.6605,0.4879,0.3376,1.0203,0.0194,-1.7932,-0.8208,0.5305,-0.7778,0.3155,0.1502,-0.8649,45,NA,31,1.94591014905531,1600,-0.4725,0.0752,-0.1651,-0.2882,-0.5546,-0.889,0.0134,-0.0163,7,-0.356,-1.0757,0.8505
1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,2,0,0,0,3,2,1,1,1,1,NA,NA,0,1.1892,0.5683,1.1251,1.0203,0.8981,0.0912,0.8061,0.4428,1.3336,-0.252,0.2674,0.323,89,25,17,3.40119738166216,NA,0.6642,-0.4305,0.4094,1.164,1.4758,0.5658,1.2341,1.3974,6,-0.7039,-1.0757,-0.9303
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,2,0,1,0,0,1,2,2,0,2,4,4,1,-0.9641,0.4243,0.096,0.8729,0.0194,3.0127,2.1635,-1.3032,0.5706,-0.3849,2.1552,1.1385,72,69,71,2.83321334405622,1500,0.0398,-1.1488,1.8543,-2.0033,-2.8294,1.0991,2.4994,2.0469,12,0.7777,-0.1108,2.091
1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,7,0,0,1,1,4,3,NA,0.5529,-0.1164,-0.1379,0.2564,1.8604,-0.7797,2.1635,2.4511,1.7359,1.8799,0.7973,1.1341,69,69,44,1.94591014905531,1650,-0.5917,-0.5306,1.8543,-0.2882,-1.039,0.0264,-0.2151,0.0214,13,NA,0.4719,0.9393
0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,NA,1,2,3,2,0,0,0,1,2,0,2,1.3185,1.4475,2.3653,2.0781,-1.1111,-1.7932,0.5094,-0.178,-0.5375,0.1063,-0.1933,-0.8426,NA,30,30,3.36729582998647,1650,-0.3381,-0.2039,-0.4982,-0.2882,0.0333,-0.2495,2.4994,0.6524,9,-0.7273,-0.4081,0.014
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,1,2,3,6,2,1,0,1,2,2,0,-1.2972,1.4475,0.0656,-1.3272,1.1561,0.8777,-0.1379,0.5305,0.3708,-1.0524,-0.1933,-0.4619,69,16,NA,3.91202300542815,NA,0.6642,0.0031,1.8543,-0.2882,0.0333,0.0264,0.8045,0.6524,19,-1.6287,-0.8323,-1.3207
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,3,5,0,1,0,1,0,1,NA,1.8837,0.6375,0.4872,0.6556,0.3489,0.721,0.0992,0.0386,0.0125,-0.0663,-0.2394,-1.7518,89,NA,NA,NA,1925,-0.4725,-1.3753,-0.1651,-0.2882,0.0333,1.0991,-1.0547,0.6673,6,-0.6174,0.2156,-0.7031
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,2,5,1,0,0,1,4,4,0,-0.2336,-0.4496,-1.2177,-0.3693,-0.7086,0.3361,-0.3928,0.206,-0.0704,-1.0314,0.9214,-0.0497,74,89,81,2.63905732961526,1650,-0.3381,1.5125,1.8543,-0.2882,-1.039,1.0991,0.0627,-0.787,8,2.1655,1.1563,0.814
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,2,1,0,1,0,1,2,0,2,0.1628,0.9209,0.9998,-0.6102,0.6812,-1.7932,0.0992,-0.3199,1.7359,0.5037,0.6409,-0.8649,NA,14,30,2.99573227355399,1500,0.9357,-0.5455,1.8543,0.9675,2.1017,1.0991,1.5046,1.3472,9,-0.356,1.1563,-0.4119
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,7,1,0,0,1,2,2,NA,-2.4162,1.4475,1.4699,2.0781,-1.487,-1.7932,0.8225,-0.3744,-0.6873,-1.0524,-0.1933,-1.7518,70,NA,23,1.79175946922805,1800,0.2947,0.5209,-0.1651,-0.2882,1.1548,1.0991,2.4994,2.0469,8,0.0058,0.0321,0.4397
1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,2,1,2,2,2,1,1,0,0,1,1,1,-0.9212,-1.3417,0.4437,0.0592,-0.5032,0.9412,0.7504,0.1599,-0.6696,-0.1865,-0.2555,1.9791,69,52,52,2.77258872223978,1300,-0.1938,-0.5455,-1.2132,-1.5485,-0.4911,-0.1691,0.3581,0.353,17,-0.522,-3.0852,-0.3302
1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,2,0,0,0,0,7,0,1,1,1,4,4,2,1.3185,0.6325,-0.2081,0.46,-0.0809,0.348,-0.8208,-1.0968,-0.1987,1.1834,-0.1933,-1.7518,54,57,74,2.83321334405622,1575,0.6642,-1.6189,-0.4849,0.8242,-0.7149,0.1711,-1.5255,1.0172,6,0.2293,1.1563,0.9634
1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,2,0,0,0,2,4,0,0,1,1,3,4,NA,1.8837,1.4475,0.9826,2.0781,1.2283,-1.7932,0.8225,0.7736,-0.2874,0.1026,0.5975,1.6359,50,59,29,2.30258509299405,1540,-0.6837,-0.2154,1.8543,2.2879,1.0765,1.0991,1.6816,1.3754,8,1.0478,1.1563,4.274
0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,2,0,1,0,3,5,NA,NA,NA,0,4,3,NA,NA,NA,NA,NA,2.2983,-1.0294,-0.6148,-0.2865,-0.0575,0.9709,-0.1307,1.0412,75,75,27,NA,2625,-0.983,-0.3661,-0.329,-0.2882,0.0333,1.0991,NA,NA,7,1.0478,0.1927,0.0229
0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,0,7,0,0,0,2,0,0,0,0.6145,1.4475,0.191,0.191,3.2811,0.5287,0.5094,0.5305,-0.0948,3.2775,-0.1933,0.0289,61,12,12,3.2188758248682,270,0.6897,0.3333,-0.1546,1.3161,-1.201,0.1018,1.001,0.0386,8,-0.4343,-1.1119,-0.5807
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,NA,1,4,2,1,0.0039,-0.3838,-0.1952,-0.6102,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,65,3.55534806148941,1350,1.5043,0.3265,-0.2006,-0.9705,-0.0174,0.3838,0.5806,0.3379,10,0.0768,1.1563,2.6829
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,2,0,0,0,0,1,1,1,2,1,4,4,NA,-0.3506,-0.2808,0.1184,-1.2233,-0.2988,0.7647,-0.5781,-0.0589,-0.5375,-0.8871,-0.9201,0.3061,60,25,54,2.99573227355399,1980,-0.5064,1.1199,-0.2803,0.4252,-0.3,0.1004,-1.0389,-0.8348,7,0.2737,-1.1119,1.2413
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,2,2,2,1,4,4,2,1.8837,1.4475,3.1829,-2.4476,3.2811,3.0127,2.1635,0.5305,0.3708,0.3155,-0.1933,1.7582,NA,82,79,3.58351893845611,1935,2.6127,-0.3963,1.8543,2.2879,2.1017,1.0991,2.4994,2.0469,6,2.1655,1.1563,2.807
0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,NA,-2.4162,-0.3926,-0.7686,-0.878,-0.6677,0.1808,-2.1154,-1.1931,0.3708,0.2964,-0.1933,-0.3612,32,39,62,2.07944154167984,1875,-1.4668,1.4098,0.4631,-0.8088,-1.4959,-0.889,-1.5255,-0.3816,12,-0.4343,-0.6303,-0.1896
0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,0,1,3,5,1,1,1,1,4,2,1,0.8351,1.4475,0.1503,2.0781,-0.3864,-0.7229,-2.1154,-2.4981,0.3708,-1.0524,1.5636,-1.7518,54,77,58,2.99573227355399,1700,-0.1248,1.7237,1.8543,0.5759,1.1548,0.5658,0.0134,NA,9,-1.6287,-1.0509,0.7634
0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,2,1,1,0,1,5,1,0,1,1,4,4,NA,0.8934,0.3719,-0.3258,0.4587,-0.4725,-0.0517,0.1458,0.228,-0.2874,-0.5552,0.231,0.388,52,41,58,3.78418963391826,1800,-0.8616,0.5306,0.1111,-0.2882,-0.6214,-0.0436,0.5361,-0.3816,12,0.7398,1.1563,0.5649
0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,2,1,1,2,0,7,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,1.4772,-1.7932,-0.2145,-0.0908,0.3708,0.5679,0.827,-0.3658,42,NA,15,1.94591014905531,1600,0.6642,-0.4753,0.9799,-0.3352,-0.3735,0.1711,NA,NA,6,-1.6287,-1.2004,-0.5963
1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,2,0,0,1,2,7,1,1,0,1,2,2,1,0.2829,-1.8849,-0.8859,-1.315,0.9638,0.1808,0.125,-1.0968,-0.5375,0.5037,-0.5013,-0.422,54,14,21,1.6094379124341,2160,0.2947,-0.4331,-0.7791,-1.2786,0.0333,-0.2495,-1.1537,-0.787,9,-0.2107,1.1563,-0.2956
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,5,0,0,0,1,2,2,2,-0.4234,1.4475,3.1829,2.0781,0.0194,-1.7932,0.5094,-0.3744,0.3708,-1.0524,-0.1933,0.9725,55,51,12,NA,1800,-0.3381,0.5209,1.8543,-0.2882,0.0333,1.0991,1.0606,0.6524,8,-1.6287,-0.1639,-0.0954
1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,3,5,1,1,1,1,2,4,0,-1.0287,1.4475,3.1829,0.4505,3.2811,0.7231,1.3058,2.4511,-1.4463,0.7459,-2.7904,-1.7518,50,NA,89,4.17438726989564,2470,0.5073,0.765,1.8543,2.2879,2.1017,0.5658,2.4994,0.6524,14,0.0045,1.1563,2.158
1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,1,1,1,1,3,2,NA,-1.2115,0.3719,0.6024,0.2564,2.0258,-0.645,1.1662,0.6496,-0.0948,3.2775,2.1552,1.0412,70,27,24,2.83321334405622,2660,-1.3173,-1.6189,1.8543,-0.2385,-0.4911,-1.5266,1.0606,2.0469,6,-1.6287,-3.0852,-0.6274
1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,2,0,1,1,0,3,2,1,1,1,4,4,1,0.6,-0.6536,0.6228,0.4587,-0.1885,0.2617,0.8061,-0.0034,0.3708,-0.0412,0.5184,-1.7518,89,75,81,2.56494935746154,2400,0.1802,0.2463,0.515,-0.2882,0.1444,-1.0226,0.7598,-1e-04,16,1.0478,1.1563,1.7331
1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,3,0,0,1,2,4,4,NA,-1.0005,-0.1164,0.9452,-0.6102,-0.549,0.7231,0.5094,0.5305,0.3708,0.3155,-0.1933,0.9725,47,48,NA,4.20469261939097,1950,-0.9105,0.0244,-1.0255,-0.9705,-0.5546,-0.889,0.0134,-0.3816,18,-0.7039,0.1927,0.064
1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,2,0,1,0,3,4,1,1,1,1,0,2,NA,1.8837,0.0798,-0.1691,0.5087,-0.2844,-0.1932,0.5094,0.472,0.3708,-0.4257,1.1174,0.5675,71,27,NA,3.2188758248682,2000,0.0698,1.3538,1.8543,-0.2882,2.1017,0.1018,1.2556,-0.3369,7,-1.2278,-0.5343,0.1714
1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,2,1,NA,1,3,2,0,0.0039,0.6996,0.2947,0.4587,0.2995,0.9085,0.5094,0.5305,0.0125,NA,NA,NA,71,28,NA,1.09861228866811,480,-0.7244,-0.6871,0.8101,-0.9705,-0.8979,1.0991,0.9443,0.6524,6,-0.522,-1.3402,-1.6532
1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,2,4,1,0,0,1,3,4,2,0.1727,-1.6052,0.2828,-0.0141,-0.0723,0.164,-2.1154,-0.2458,1.0558,1.2076,-0.1933,0.6742,46,16,76,2.99573227355399,1155,-0.779,0.0031,-0.1651,-0.2882,-0.4521,0.3838,-0.7048,0.0214,21,1.0478,-0.5343,2.1223
0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,2,0,1,0,3,1,0,0,0,1,4,4,1,1.1892,0.4871,0.4222,1.3233,-1.2707,0.4861,-2.1154,-0.6693,1.7359,-3.7565,-0.1933,-1.7518,63,58,53,2.19722457733622,1650,-0.5523,2.5493,1.8543,-0.4374,0.4713,-1.3286,0.1725,0.6524,8,-0.356,-0.7218,1.2163
0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,2,1,0,0,0,2,1,1,1,1,2,4,1,0.8033,1.4475,0.4985,0.9505,0.3546,0.2532,-1.0286,-0.4019,-0.5555,0.7032,0.8623,-1.7518,61,60,30,2.30258509299405,1750,-0.5942,-0.7236,0.8101,1.1414,-1.039,0.5658,1.7852,2.0469,12,-0.5041,0.1927,1.1558
1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,2,0,0,0,2,3,1,1,0,1,3,4,1,0.7404,0.5683,0.301,0.9505,1.0361,-1.7932,0.5895,0.3583,1.0728,0.7401,2.1552,0.0645,72,49,75,3.43398720448515,1200,0.4768,-0.2702,0.5031,-0.2882,-0.482,1.0991,-0.6682,0.6524,6,-0.831,-0.6303,2.0262
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,1,3,6,2,2,2,1,4,4,NA,1.8837,1.4475,0.2256,-0.0057,-0.1473,0.1023,-0.8208,-0.3744,1.7359,-1.0524,-0.1933,-1.7518,69,57,48,3.40119738166216,1500,-1.5221,0.9822,1.8543,-0.7876,1.4758,1.0991,1.0606,0.6673,9,-0.831,1.1563,1.408
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,1,1,1,5,1,1,1,1,2,2,2,-1.0005,1.4475,1.0844,-0.6102,0.0194,0.48,0.8225,-0.3134,1.7359,0.3208,0.1502,0.9725,NA,14,18,NA,1625,-0.7311,-0.3577,0.1792,-1.706,0.0333,1.0991,0.0134,-0.3816,8,-0.4343,0.0321,-0.4606
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,2,0,1,2,0,7,1,1,1,2,1,0,0,-0.2296,-0.9584,0.9081,0.9505,-0.0951,0.6363,1.6681,0.1471,0.3708,0.3697,0.5975,0.8512,89,71,38,3.3322045101752,2160,-0.3701,1.0461,0.3377,0.4252,1.4758,-0.2495,-0.9174,-0.0163,17,-0.831,1.1563,0.3951
1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,2,0,0,1,3,7,0,1,0,1,2,2,NA,1.1892,-0.3359,1.1105,0.241,0.0907,1.0375,2.1635,0.6367,1.2817,0.5412,0.7165,-0.422,89,81,27,3.40119738166216,1925,-0.3458,-1.0327,1.8543,2.2879,0.5587,1.0991,-1.1537,2.0469,11,-0.7039,1.1563,1.8582
1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,2,2,2,2,3,7,2,2,1,2,2,NA,NA,0.0039,-0.4652,-0.4959,0.314,-1.144,-1.7932,-0.3928,-0.9308,0.3708,0.3155,-0.1933,0.9725,38,NA,18,NA,2275,0.0248,0.5632,1.3961,-0.8088,1.4758,1.0991,-0.1713,-0.787,14,-0.2684,1.1563,0.9372
0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,2,0,1,2,3,2,0,0,0,1,2,1,1,0.0039,-0.1164,0.871,0.4505,-1.8311,0.7231,-0.1945,0.9562,0.3708,0.3155,-0.1933,-0.0372,60,45,18,2.19722457733622,NA,2.6127,2.5493,0.9799,1.0425,2.1017,0.1018,-0.6493,0.6524,11,-0.7039,-1.1264,1.29
0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,3,5,0,0,0,1,4,4,NA,-0.7862,-0.962,-0.0476,-1.2233,0.0154,0.6475,-0.197,-0.4678,-1.0511,0.7074,-0.5991,-1.7518,59,75,57,1.09861228866811,1500,-0.5878,-1.6189,0.3872,-0.8088,-2.8294,-0.2495,-0.5843,-1.9656,9,-0.7039,-1.2004,0.2719
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,2,2,1,1,1,NA,0.0039,1.4475,3.1829,2.0781,0.0194,3.0127,0.5094,0.5305,0.3708,0.3155,-0.1933,-1.7518,55,NA,38,3.2188758248682,1250,-1.8419,0.3265,1.8543,2.2879,2.1017,1.0991,2.4994,0.6524,6,-0.831,-0.5199,0.9826
0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,2,0,1,0,3,7,1,1,1,1,4,4,NA,1.8837,0.3758,0.3138,1.1091,0.2971,0.8672,0.0992,-0.0034,-0.2552,0.1475,1.1859,0.8557,71,77,49,3.29583686600433,2200,0.2947,-0.5858,1.3961,-1.2109,-0.4521,0.3838,-1.5255,0.3181,7,-0.2598,1.1563,0.9435
1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,3,5,1,1,1,1,2,4,1,0.9337,1.4475,0.784,1.4501,1.8604,2.0634,1.6903,0.5414,1.2817,1.5002,0.6429,1.2313,63,53,72,2.39789527279837,1750,-0.66,-0.0465,-0.0495,1.0425,0.0333,-1.3298,0.8302,0.687,9,-0.7039,1.1563,0.0506
0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,2,0,0,1,0,3,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,1.4772,0.4154,2.1635,-0.2458,0.3708,1.46,1.5603,0.4103,74,28,NA,NA,240,-1.3367,0.5736,-0.1651,0.7461,-2.8294,0.1004,NA,NA,6,1.0478,1.1563,1.3814
0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,2,0,1,0,0,7,2,1,1,2,4,3,NA,0.745,0.9133,0.0317,-0.3597,-1.0263,0.2311,1.3859,-0.9308,-0.2152,-0.4315,2.1552,0.7451,29,65,81,4.23410650459726,1925,-0.3381,2.5493,0.4631,-0.2882,-1.1459,-0.889,-0.4004,0.353,10,-1.2278,-0.1639,0.9926
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,1.3185,-0.0312,NA,NA,NA,NA,-0.8208,NA,NA,NA,NA,NA,NA,69,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.831,-0.5343,-1.2462
